No,Student ID,First name,Last name,Gender, Date of Birth,Social ID
1,22197712,Kenna,F. Maugham,F,5/4,092288248114
2,22125707,Traci,V. Evelina,M,18/9,092260862509
3,22135716,Azalea,F. Lindsay,M,6/11,092228496778
4,22187462,Macy,M. Harriman,M,6/11,092228227405
5,22121230,Alex,Y. Norris,F,27/6,092289425476
6,22183953,Kathryn,A. White,F,8/10,092256012961
7,22174841,Ari,X. Thoreau,F,1/6,092204052450
8,22126572,Brynleigh,E. Bacon,F,1/6,092235069344
9,22143817,Jude,P. Macaulay,F,1/6,092276678052
10,22191455,Micheal,J. Hugh,F,1/6,092270093823
11,22104024,Victor,B. Steinbeck,F,1/6,092216462202
12,22198824,Case,J. Bruno,F,1/6,092214468037
13,22184165,Oleta,U. Woolley,F,16/4,092212445484
14,22169578,Kenna,V. Moll,F,16/4,092221685884
15,22188092,Isla,E. Daniel,F,16/4,092229659624
16,22193401,Carl,B. Richardson,F,16/10,092280961094
17,22110402,Lachlan,Y. Rosa,M,8/5,092230485858
18,22156094,Simon,B. Lizzie,M,8/5,092270255553
19,22112023,Xandros,C. Joseph,F,19/10,092244911327
20,22138326,Clifford,M. Bunyan,M,11/5,092223996919
21,22196670,Tatum,S. Dorothy,M,11/5,092212148104
22,22104726,Zona,L. Hume,M,11/5,092281678367
23,22187707,Ula,L. Geoffrey,F,3/12,092283573385
24,22142479,Wagner,I. Long,M,14/5,092247638900
25,22192800,Duncan,R. Edward,M,11/11,092272613712
26,22139103,Madeline,R. Whyet,F,17/12,092212218490
27,22118792,Brysen,F. Bell,M,4/1,092224302456
28,22177999,Kay,Z. Rose,M,19/11,092298595714
29,22129535,Joe,Y. Toland,M,12/7,092266001685
30,22110962,Avalynn,C. Horatio,M,12/7,092209154902
31,22195256,Reuben,R. Christ,M,12/7,092225900885
32,22192112,Journi,T. Brooks,M,12/7,092269855818
33,22193150,Jaylee,A. Katharine,M,12/7,092288353591
34,22104432,Brooks,Z. Peter,F,28/8,092221855435
35,22158216,Cassidy,K. Joan,F,28/8,092297169556
36,22144544,Dominic,X. Reade,F,28/8,092276473767
37,22100563,Ridge,I. Christiana,F,14/6,092291439837
38,22163085,Tara,M. Whitehead,F,14/6,092230191652
39,22115463,Jaelynn,K. Faraday,F,14/6,092228777561
40,22137446,Clyde,C. Vogt,F,14/6,092296873289
41,22123796,Clementine,V. Marjory,F,2/8,092200899266
42,22159335,Hamza,D. Hearst,M,12/1,092260370058
43,22100326,Fay,G. Maxwell,F,4/8,092233721754
44,22100293,Virgil,F. Wesley,M,15/1,092259241199
45,22167887,Fatima,U. Christian,M,15/1,092271466263
46,22161740,Keller,Z. Zangwill,F,7/8,092254160518
47,22103302,Mary,H. Warren,F,7/8,092225019627
48,22187435,Denver,D. Flynn,F,7/8,092290267341
49,22125104,Freya,A. Nell,F,17/12,092275784484
50,22106656,Jazlynn,P. Powell,F,10/8,092251520550
51,22122696,Maisie,K. Lattimore,F,10/8,092246319346
52,22142430,Sunny,Q. Wilcox,M,2/3,092297844235
53,22152237,Rosie,K. Strong,M,2/3,092288220622
54,22103548,Roman,A. Anthony,M,12/7,092210660313
55,22182637,Kelly,J. Cooper,F,7/2,092297863735
56,22103094,Ensley,Y. Jonathan,M,17/7,092285469187
57,22108203,Ike,G. Jerry,M,17/7,092203454960
58,22154885,Walter,R. Watson,M,5/9,092269881310
59,22195850,Irene,Y. Brewster,M,5/9,092232449120
60,22167303,Rylan,Q. Hearst,F,26/4,092225443123
61,22174799,Brown,J. Eden,F,26/4,092228361914
62,22143772,Fern,Y. Benson,F,12/2,092243636058
63,22112219,Sally,N. Burne-Jones,F,12/2,092211689213
64,22118480,Nikolai,R. Milton,F,12/2,092266485807
65,22127419,Felix,P. John,F,29/4,092257717716
66,22166130,Austin,T. Zimmerman,F,8/4,092200250533
67,22188225,Xochitl,T. Beck,F,8/4,092289124037
