No,Student ID,First name,Last name,Gender, Date of Birth,Social ID
1,22118488,Gibson,W. Leopold,F,7/2,092262110335
2,22120354,Aaliyah,U. Habakkuk,M,28/9,092209280752
3,22146077,Ares,H. Blake,M,28/9,092206143548
4,22150776,Kinley,J. Beck,M,7/9,092299182603
5,22123717,Calvin,W. Johnson,F,2/4,092256193853
6,22158900,Ian,Q. Peterson,F,2/4,092229051020
7,22142285,Deangelo,Z. Benjamin,M,13/9,092286948675
8,22132531,Blakely,O. Vincent,M,13/9,092273700012
9,22161529,Tadeo,A. Ross,F,5/4,092232601298
10,22161883,Ann,J. Diaz,F,15/8,092214006898
11,22183166,Shelby,T. Housman,F,15/8,092221737717
12,22130620,Mavis,S. Cooper,F,8/4,092242057175
13,22100941,Santana,V. MacMillan,F,8/4,092267526815
14,22138111,Sanchez,P. Cooper,F,8/4,092208469283
15,22183926,Hawkins,Q. Funk,F,8/4,092246316275
16,22151301,Black,S. Anthony,M,29/11,092244471292
17,22172618,Tanner,G. Jordan,M,29/11,092220523901
18,22123897,Juanita,G. Rosa,F,10/10,092294303734
19,22127876,Otis,C. Maria,F,27/12,092233782228
20,22140108,Isabelle,S. Irving,F,13/10,092216786609
21,22103300,Shannon,J. Long,F,13/10,092247410100
22,22152773,Harlee,E. Laurie,F,13/10,092210583229
23,22185110,Trey,V. Raymond,F,1/12,092243920255
24,22167073,Addyson,C. Ward,F,1/12,092298184581
25,22169846,Everleigh,J. Willard,F,16/10,092243463010
26,22183618,Itzayana,O. Van,F,16/10,092266624363
27,22186456,Blaire,L. Bradley,M,8/5,092259843055
28,22160400,Dalary,S. Halifax,M,8/5,092278347703
29,22170346,Livia,Y. Rose,M,8/5,092228792120
30,22135731,Kyrie,L. Lizzie,M,8/11,092223672090
31,22106075,Abram,E. Haggai,M,1/7,092282385663
32,22102280,Marcellus,N. Morse,M,11/11,092221455626
33,22134948,Wesson,W. Monroe,M,19/5,092292493847
34,22113803,Judy,L. Christ,F,6/6,092215967018
35,22197495,Leandro,X. Polly,F,6/6,092225033262
36,22125966,Robin,G. Silas,F,6/6,092294117698
37,22123643,Kiara,H. Antonia,M,27/1,092231363879
38,22167857,Hanna,D. Gallup,F,9/6,092200916124
39,22103802,Michaela,W. Forster,F,9/6,092245572587
40,22139450,Emmalyn,J. Johnston(e),F,9/6,092285488277
41,22171331,Isabelle,U. Mackintosh,F,9/6,092286366070
42,22118992,Walker,Y. Sam,M,1/1,092270058845
43,22108784,Marisol,P. Roy,M,1/1,092211152144
44,22173986,Jolie,J. Henrietta,M,1/7,092243081435
45,22165990,Julia,T. Veblen,M,1/7,092238357902
46,22124290,Aitana,R. Eveline,M,19/5,092286563808
47,22187420,Mitchell,U. David,M,19/5,092232898350
48,22164322,Jason,B. Swift,M,12/1,092226101557
49,22117648,Koa,S. Anderson,M,12/1,092238561552
50,22166261,Khloe,D. Lattimore,F,4/8,092277653309
51,22195053,Darwin,H. Whitehead,F,4/8,092207710768
52,22158252,Milani,Y. Sinclair,F,14/12,092246697332
53,22166965,Harriett,V. Abraham,F,14/12,092266242018
54,22143810,Samir,C. Eddie,F,17/12,092213831648
55,22151626,Deborah,G. Sherwood,F,4/2,092299103640
56,22115484,Sophie,U. Morse,F,4/2,092296781800
57,22139267,Ronin,T. Bertie,F,7/2,092253400004
58,22192832,Hudson,Y. Clare,M,9/1,092252345401
59,22195493,Isiah,O. McDonald,M,9/1,092223200436
60,22126741,Chanel,V. McDonald,M,2/9,092268531026
61,22101160,Addisyn,W. Collins,M,17/7,092223825693
