No,Student ID,First name,Last name,Gender, Date of Birth,Social ID
1,22114032,Jaycee,Y. Daniell,F,2/2,092268311413
2,22174675,Cassandra,O. Harold,F,2/2,092256092709
3,22141964,Usha,K. Rob,F,2/2,092282393307
4,22175640,Sasha,J. Forster,F,2/2,092284329676
5,22179188,Ryder,A. Evan,F,17/12,092276405822
6,22118251,Karl,M. Micah,F,17/12,092231682677
7,22171928,Kareem,F. Nichol(s),F,17/12,092229403088
8,22130335,Phillip,U. Arabella,F,5/2,092291182125
9,22141924,Cooper,J. Law,M,26/9,092251969833
10,22143804,Cook,I. Ruskin,M,18/7,092265360168
11,22146694,Quigley,X. Moses,F,10/2,092275963666
12,22154256,Sabrina,X. Lawrence,M,26/3,092293752787
13,22117764,Ingram,B. Stewart,F,13/2,092228470325
14,22173771,Ada,C. Lynd,F,13/2,092238986974
15,22121348,Gary,Q. Pulitzer,M,5/9,092290849954
16,22144947,Hayes,M. Wild,M,5/9,092244920557
17,22128226,Maverick,Y. Middleton,M,15/1,092225008352
18,22172979,Antonella,N. Cronin,M,8/9,092243972856
19,22149153,Debra,F. Chaplin,M,8/9,092286563471
20,22186683,Kenna,O. Henry,M,8/9,092263079313
21,22117380,Toby,M. Wood,M,8/9,092253318773
22,22155729,Cyrus,P. Whyet,M,8/3,092242800472
23,22116586,Luca,P. Springhall,F,29/10,092256122113
24,22170980,Hassan,W. Gracie,M,11/3,092207600813
25,22166271,Camilla,P. Collins,M,11/3,092276186707
26,22146225,Clifford,X. Carter,F,3/10,092247492396
27,22176272,Emery,U. Baker,F,3/10,092270563002
28,22144370,Ledger,A. Law,F,3/10,092267146368
29,22171574,David,A. Birrell,F,3/10,092248612033
30,22184853,Isaias,O. Hart,M,5/9,092287956882
31,22198807,Lyra,S. Torres,M,13/9,092206350123
32,22102315,Anastasia,A. Rogers,M,6/5,092208572927
33,22198190,Rosalie,J. Toby,F,8/4,092298192344
34,22115906,Beau,K. Alcott,M,19/9,092231258566
35,22112870,Jasmine,D. White,F,11/4,092227444451
36,22109656,Marissa,N. MacAdam,F,11/4,092274007489
37,22143072,Augustine,E. Strong,M,3/11,092212827401
38,22179093,Lexie,G. Norton,F,14/4,092299907428
39,22132167,Louie,R. Lowell,F,14/4,092207963614
40,22111525,Teresa,V. Shelley,M,6/11,092228963094
41,22197460,Micheal,M. Simon,M,6/11,092287626182
42,22159941,Brantley,D. Freeman,M,6/11,092241663881
43,22152742,Jay,R. Tout,M,6/11,092203616282
44,22150393,Tyson,D. Bob,M,6/11,092212404782
45,22192001,Camilo,E. Edie,F,27/6,092224787814
46,22121058,Karen,F. Bloomer,F,27/6,092235843971
47,22105150,Arjun,V. Dalton,F,27/6,092294302095
48,22105676,Osborne,B. Church,F,1/6,092220087722
49,22165824,Estrella,I. Dryden,F,11/10,092248643733
50,22141732,Jennifer,C. Keats,M,25/1,092223838655
51,22119734,Reid,T. Swift,M,25/1,092261150760
52,22159024,Kaydence,O. Gallacher,M,25/1,092274011990
53,22193888,Ariyah,E. Aldington,M,6/5,092217876495
54,22100614,Aspen,K. Dodd,M,6/5,092298415772
55,22124653,Crosby,J. Penn,M,28/1,092297024739
56,22125022,Otilia,J. Arnold,M,28/1,092280413158
57,22161546,Alena,K. Zacharias,M,14/11,092227974805
58,22113598,Anais,D. DuBois,F,1/12,092264690273
59,22118827,Esteban,D. Hume,M,14/5,092205053630
60,22108864,Donna,T. Herty,M,17/5,092252135851
61,22105622,Brenda,B. Ford,M,17/5,092262205252
62,22149736,Jay,Z. Doherty,F,9/12,092234185849
63,22194951,Gordon,C. Spender,F,26/2,092235096852
64,22129791,Kingsley,C. Moulton,F,26/2,092271563968
65,22175228,Ullrich,W. Kitto,F,12/12,092281388735
66,22141564,Gracie,S. Becky,M,4/7,092205037118
67,22124195,Jerry,W. Onions,M,4/7,092247136232
68,22116134,Elliott,L. Gilbert,M,4/7,092242922969
69,22143616,Mills,N. Dutt,M,7/1,092204306475
70,22102422,Aden,Z. Ramirez,M,15/7,092265559846
71,22112135,Brodie,S. Abbot,F,5/8,092287544726
72,22124244,Spencer,X. Ann,F,5/8,092200919271
73,22158629,Jada,M. Washington,M,12/1,092278687297
74,22146017,Keegan,J. Barnard,M,12/1,092237414798
75,22199171,Geraldine,U. Sophia,M,29/3,092265646185
76,22142145,Pedro,R. Trollpoe,M,29/3,092208703558
77,22158134,Rosemary,A. Gus,M,15/1,092242541950
78,22180965,Holly,E. Wells,M,15/1,092228685999
79,22113079,Martinez,Y. Frederick,F,7/8,092279088320
80,22123944,Boston,E. Alexander,F,7/8,092293120677
81,22139552,Willa,T. Hernandez,F,7/8,092255430016
82,22132673,Houston,Y. Stewart,F,7/8,092274256370
83,22171426,Maximus,Z. Nehemiah,M,18/1,092263565062
84,22132803,Judson,D. Grace,M,18/1,092265885169
85,22138874,Henrik,L. Christian,M,18/1,092235553362
86,22111823,Emmitt,F. Giles,M,18/1,092268996525
