No,Student ID,First name,Last name,Gender, Date of Birth,Social ID
1,22114608,Adelynn,K. Sawyer,M,16/11,092235224153
2,22194452,Javier,B. Monroe,F,11/6,092247189019
3,22182090,Isaias,N. Fowler,F,8/12,092234289856
4,22148149,Vaughan,Z. Mackintosh,F,1/8,092260969562
5,22152484,Turner,Z. Dulles,F,11/12,092287655966
6,22177082,Malcolm,X. Sapir,M,3/7,092254919707
7,22117391,Gianna,X. Bobby,M,3/7,092277934818
8,22153742,Natalia,N. Jonah,F,14/12,092245413337
9,22195753,White,U. Giles,F,14/12,092225389526
10,22151782,Julian,P. Malthus,M,6/7,092293437583
11,22110749,Kiana,E. Eugene,F,27/2,092278213569
12,22127562,Jimena,C. Sophy,F,27/2,092246937752
13,22169771,Kaylin,Y. Austin,F,27/2,092232040335
14,22168378,Payne,O. Springhall,F,27/2,092242276671
15,22166527,Updyke,P. Lucy,F,27/2,092214895675
16,22145951,Eugene,N. Robert,F,27/2,092201873968
17,22149327,Alexandria,I. Sinclair,M,9/7,092239771337
18,22101517,Randall,L. Wells,F,4/2,092289268344
19,22114009,Max,Z. Rhys,M,28/9,092225667917
20,22104925,Elyse,F. Simon,M,17/7,092282165522
21,22104800,Don,W. Belloc,M,17/7,092296353437
22,22135822,Memphis,K. Montgomery,M,17/7,092212216750
23,22104635,Adelina,F. Perry,M,17/7,092293858268
24,22139124,Maison,M. Wheatley,F,9/2,092257087503
25,22171996,Mackenzie,O. Clapham,F,9/2,092232823403
26,22165212,Anne,Z. Burke,F,9/2,092298231110
27,22138508,Tenley,R. Connie,F,9/2,092224824398
28,22168997,Lee,C. Clara,F,9/2,092246704521
29,22191422,Earl,C. FitzGerald,M,17/1,092232726521
30,22145133,Greyson,X. Taylor,M,4/3,092294624207
31,22157146,Lily,A. Ernest,M,4/3,092250798074
32,22186127,Pablo,M. Margery,M,7/3,092269350087
33,22162502,Ubalda,Z. Shakespeare,F,28/10,092233368525
34,22153031,Eugene,O. Agnes,F,28/10,092251635468
35,22188247,Elliott,O. Morgan,M,10/3,092295664867
36,22184161,Phoenix,G. Edith,M,10/3,092275399520
37,22173565,Francis,G. Motley,M,10/3,092229199191
38,22152281,Jaziel,T. Grant,F,17/8,092209111896
39,22151644,Zariyah,T. Clark(e),F,5/10,092214082881
40,22147304,Zayn,W. Hoover,F,5/10,092229650740
41,22128025,Liv,Y. Long,F,5/10,092272389311
42,22106604,John,W. Shelley,F,5/10,092221015571
43,22160980,Nadine,E. Leigh,F,5/10,092251496243
44,22157304,Terrell,O. Raymond,F,10/10,092200129928
45,22161762,Cheyenne,X. Irving,F,20/2,092209862540
46,22152043,Aubrielle,Q. Brown,M,29/11,092233196757
47,22153507,Joyce,W. Malachi,M,29/11,092248101162
48,22137904,Pearson,X. Walkley,M,29/11,092208257799
49,22191152,Finnley,F. Sally,M,15/9,092277933710
50,22139535,Quigley,A. Cumberland,F,7/4,092282101078
51,22159349,Ululani,R. Murphy,M,18/9,092239393079
52,22157096,Rivera,K. Wesley,M,18/9,092266848544
53,22123592,Cohen,H. Gallacher,M,18/9,092227503622
54,22109758,Louis,T. Funk,M,18/9,092255923700
55,22123479,Marco,Z. Paul,F,10/4,092275160382
56,22165024,Case,J. Christie,F,10/4,092248817181
57,22161461,Rhett,R. Mark,F,10/4,092206612238
58,22185586,Addyson,Y. Dupont,F,10/4,092223533884
59,22162263,Khloe,S. Gonzalez,F,10/4,092243147077
60,22191248,Ruby,U. Leacock,M,15/3,092211663563
61,22175781,Xanthia,T. Holt,M,15/3,092218383582
62,22199725,Kate,T. Kelsen,F,3/6,092281009177
63,22167548,Tiana,O. Flores,F,3/6,092210906436
64,22138907,Perry,F. Grant,F,3/6,092286738070
65,22159617,Katalina,P. Emmie,F,18/4,092244051965
66,22107319,Aspen,Y. Rusk,F,18/4,092223465078
67,22105704,Everleigh,G. Vaughan,F,18/4,092219461498
68,22101860,Anna,W. Perez,F,18/4,092259609081
69,22122281,Glenn,J. Jenny,M,5/5,092238549783
