No,Student ID,First name,Last name,Gender, Date of Birth,Social ID
1,22147445,Adams,I. Harrod,M,1/1,092295589826
2,22147984,Quinby,D. Margery,M,11/5,092256215626
3,22147179,Virgie,J. Titus,M,11/5,092244776878
4,22197145,Elisha,D. Bernard,M,11/5,092223272885
5,22145891,Jake,T. Morrison,M,19/11,092239984681
6,22186316,Jeremias,F. Jack,F,6/12,092294086810
7,22167850,Natalia,H. Hansom,F,28/2,092207568675
8,22144122,Jaelyn,F. Gibbon,F,14/12,092293093080
9,22112444,Brittany,V. Stevenson,F,7/8,092257548781
10,22125553,Rhonda,A. Becky,F,7/8,092228595313
11,22177304,Xayvion,N. Emma,F,7/8,092219030699
12,22174271,Osvaldo,A. Nicholas,M,9/7,092248199768
13,22169594,Maren,Q. Mackintosh,M,9/7,092260595694
14,22142999,Murphy,M. Obadiah,M,9/7,092256503279
15,22104039,Eliana,W. Samson,M,9/7,092272118821
16,22173638,Naomi,F. Emma,F,20/12,092235605704
17,22149811,Milo,Y. Beard,F,20/12,092271895595
18,22151337,Gertrude,H. Samson,F,20/12,092234749470
19,22130709,Xochitl,B. Watt,F,10/2,092259081671
20,22101225,Alfonso,A. Thorndike,M,2/9,092282949117
21,22160661,Kiara,G. Herbert,M,12/1,092241008381
22,22172313,Zaid,G. Martha,M,12/1,092255777869
23,22155487,Jad,R. Fox,F,4/8,092275397311
24,22104531,Erica,I. Gunther,M,10/3,092236737244
25,22189011,Lauren,G. Alfred,M,20/7,092232691318
26,22124434,Kristi,M. Gunther,M,20/7,092285259391
27,22129367,Kinsley,R. Hall,M,13/3,092219091299
28,22162692,Lincoln,P. Alexander,M,13/3,092247500541
29,22139436,Genesis,P. Charlotte,F,15/2,092215280230
30,22191510,Charley,U. Cronin,F,15/2,092297051267
31,22102862,Maria,W. Margery,F,8/10,092228102221
32,22160783,Kash,L. Marjory,F,8/10,092268729269
33,22172487,Mckenzie,W. Moulton,F,8/10,092208944439
34,22190564,Ty,C. MacArthur,M,29/5,092204452644
35,22146430,Ignacio,T. Tate,M,29/5,092279349962
36,22126128,Jesiah,N. Conrad,M,10/9,092254727364
37,22132039,Felipe,O. Southey,M,10/9,092219849313
38,22150867,Octavio,E. Bryant,M,3/5,092210656319
39,22150097,Elliott,I. Herbert,M,3/5,092205768038
40,22169061,Francisca,K. Beck,M,13/9,092230243496
41,22153975,Stanley,S. Kitto,M,13/9,092252905534
42,22141117,Abdullah,G. Daniel,F,5/4,092245675151
43,22143842,Yule,X. Ben,F,27/12,092261630058
44,22104596,Joelle,Q. Browne,F,8/4,092252384629
45,22125356,Joey,S. Bronte,F,8/4,092264125652
46,22116583,Karen,M. Smedley,F,8/4,092249285318
47,22134141,Daxton,E. Hume,M,29/11,092255646250
48,22164229,Kristopher,Q. Jenkin(s),M,29/11,092244475187
49,22160778,Benedict,R. May,M,29/11,092236471492
50,22160258,Frank,E. Giles,M,15/9,092230310641
51,22143618,Lane,P. DeQuincey,M,15/9,092247302345
