No,Student ID,First name,Last name,Gender, Date of Birth,Social ID
1,22137702,Helen,O. Browne,M,29/11,092205891025
2,22188555,Yadira,B. Maugham,M,29/11,092277047534
3,22129006,Kyra,L. Giles,M,29/11,092228219151
4,22169012,Kamdyn,L. Robbins,M,15/9,092217506870
5,22110462,Dawn,L. Norris,M,15/9,092280536328
6,22195759,Cain,S. Hodge,M,3/11,092295904032
7,22149156,Lylah,E. Theresa,M,3/11,092213717262
8,22162524,Uchenna,G. Zimmerman,M,18/9,092225422110
9,22175076,Gianni,P. Gosse,M,18/9,092202008661
10,22152081,Jaxton,C. Dutt,F,10/10,092269022003
11,22185738,Barnes,S. Ross,F,13/10,092287889694
12,22187997,Avianna,B. Hope,M,27/1,092265702694
13,22175178,Adan,T. DuBois,M,8/5,092211741644
14,22142893,Tyrone,W. Thoreau,M,8/5,092288109396
15,22159663,Theo,M. North,M,8/5,092295132687
16,22172668,Gunner,F. Hamilton,F,29/12,092291589302
17,22132369,Warren,N. Sharp,F,29/12,092215274469
18,22147960,Nina,P. Rudolph,M,11/5,092234138980
19,22177910,Vivaan,R. Keppel,M,11/5,092284199985
20,22167224,Conner,Z. Harrod,F,3/12,092206075257
21,22120820,Estelle,P. Webster,F,3/12,092208249915
22,22122774,Ivy,K. Jimmy,F,18/10,092225036322
23,22123921,Remington,N. Duncan,F,18/10,092266897481
24,22117921,Keller,J. Christie,M,1/7,092206507891
25,22181894,Fabian,I. Fowler,F,11/12,092240239008
26,22163228,Braelynn,L. Cronin,M,27/1,092234096678
27,22149700,Annalee,Y. Sidney,M,27/1,092243530027
28,22180176,Curtis,A. Holt,M,27/1,092292539045
29,22126110,Nadia,D. Lucius,M,27/1,092243111328
30,22183050,Briana,S. Emmie,M,16/11,092256733092
31,22170007,Jessica,L. Christ,M,16/11,092227375745
32,22128048,Abel,Y. Pitman,M,16/11,092260514483
33,22183148,Rodrigo,F. Hamlet,M,16/11,092209651027
34,22193410,Barnes,J. Betty,M,6/7,092237435569
35,22195613,Zachery,H. Bacon,M,9/7,092217668226
36,22116016,Francesca,O. Baldwin,M,9/7,092215341615
37,22138727,Alden,E. Tate,M,9/7,092202342349
38,22161508,Dayana,Z. Tate,M,19/11,092202844621
39,22138405,Lilianna,A. Maxwell,F,4/8,092252437209
40,22190764,Mercy,Q. Ward,F,19/6,092220443374
41,22111659,Emanuel,M. Barrett,F,19/6,092241774594
42,22119372,Upton,S. Marshall,F,19/6,092272869449
43,22142351,Kyle,V. Eisenhower,M,6/7,092280159647
44,22125931,Sophia,O. Gibbon,M,6/7,092218975614
45,22114695,Xandro,L. Jonson,M,6/7,092236831760
46,22132141,Larry,S. Gallacher,M,28/3,092281683007
47,22136861,Lorelei,D. Wood,M,17/1,092288207191
48,22131567,Langston,E. Huntington,M,17/1,092282975086
49,22176230,Kinsley,J. Lew,M,17/7,092234910844
50,22199558,Vickie,S. Rose,M,20/7,092248943656
51,22150684,Palmer,G. Carpenter,F,12/2,092275034351
52,22182346,Tobias,Z. Louisa,F,12/2,092267440568
53,22153378,Wendi,Y. Mansfield,M,4/9,092218123772
54,22113897,Madisyn,G. Marlowe,M,4/9,092211244721
55,22115090,Johnny,Z. Bartlett,F,15/2,092240962804
56,22135794,Byrd,C. Tuttle,F,15/2,092242954039
57,22124305,Dangelo,S. Piers,M,7/9,092289352192
58,22194800,Gage,Q. Scott,M,7/9,092289611969
59,22195577,Faith,M. Carpenter,F,28/4,092209200068
60,22192601,Fisher,Q. Sandy,F,28/4,092221360338
61,22162265,Jayden,V. Rodriguez,M,10/9,092293004455
62,22147794,Tristian,Y. Barton,M,10/9,092229863222
63,22134549,Xiomara,K. Katte,M,29/11,092243615829
64,22108477,Layne,W. Joule,M,15/9,092284010540
65,22122270,Collin,E. Nathaniei,F,2/10,092228470306
66,22117601,Achilles,G. Ellen,F,17/8,092236241246
67,22179335,Faith,W. Philip,F,5/10,092258170118
68,22191341,Azariah,Q. Bloomfield,F,5/10,092258712944
69,22125084,Layla,A. Wood,M,12/3,092283844731
70,22112348,Myah,L. Michelson,M,12/3,092267119519
71,22183571,Dorian,S. Kathleen,M,12/3,092211947128
72,22162721,Benson,N. Virginia,M,12/3,092288534060
73,22136387,Alfredo,R. Louise,M,12/3,092242335491
74,22172933,Quintona,D. Bryan,M,29/5,092210161809
75,22156360,Leila,O. Ben,M,29/5,092293148555
76,22140547,Ona,K. Walpole,M,29/5,092219327997
77,22184163,Virgie,T. Jeremy,M,29/5,092231757500
78,22110144,Lillie,U. Kipling,F,20/2,092247503889
79,22143201,Vince,M. Raglan,F,13/10,092282768985
80,22100761,Janelle,J. Carmen,M,5/5,092264085394
81,22112213,Cunningham,H. More,M,15/9,092210803022
82,22147179,William,X. Lyly,M,15/9,092204877955
83,22136759,Alisha,M. Hamilton,M,15/9,092287498623
84,22199634,Fran,J. Wood,M,15/9,092265059818
85,22164128,Lawson,B. Flower,M,8/5,092271685958
86,22147014,Fran,D. Ivan,M,8/5,092294896419
87,22134243,Brantley,O. Turner,F,29/12,092214190521
88,22151151,Karina,I. Child,M,8/11,092245257450
89,22166225,Curtis,S. Macaulay,M,16/5,092206936370
90,22188175,Cynthia,Q. Nehemiah,M,16/5,092211633640
91,22130594,Ying,Z. Raman,F,18/4,092283490902
92,22183979,Xayvion,O. Herty,F,6/6,092201213566
93,22117392,Vernon,I. Paul,M,27/1,092219714015
