No,Student ID,First name,Last name,Gender, Date of Birth,Social ID
1,2219565810972111,Nolan,S. Wyld,22CLC02
2,2210794742462614,Emmy,G. Jasper,22CLC02
3,2218949914019854,Harrison,H. Smollett,22CLC02
4,2213276939374550,Joelle,S. Bryan,22CLC02
5,2219966098243393,Catalina,S. Caroline,22CLC02
6,2218198323774762,Aiyana,A. Bernard,22CLC02
7,2217588589536590,Regina,D. Boyle,22CLC02
8,2215728150537121,Noel,V. Jennings,22CLC02
9,2216388343986397,Brett,J. Polly,22CLC02
10,2219553066541751,Adams,N. Coleman,22CLC02
11,2211308114650047,Yorke,Q. Anthony,22CLC02
12,2212339051277595,Idris,U. Warren,22CLC02
13,2212817128584392,Saige,W. Veblen,22CLC02
14,2212747631100813,Gonzales,J. Green,22CLC02
15,2210118050666528,Sara,X. Howard,22CLC02
16,2218591772371563,Marilyn,W. Becher,22CLC02
17,2211326780408224,Cohen,M. Hodgson,22CLC02
18,2214296893883258,Selena,O. Phillips,22CLC02
19,2216896656279480,Perkins,Q. Robin,22CLC02
20,2210383953939012,Maureen,K. Margaret,22CLC02
21,2218541999302400,Aidan,E. Hazlitt,22CLC02
22,2210941762350732,Prince,F. Bloomfield,22CLC02
23,2212233094143588,Mercy,N. Defoe,22CLC02
24,2216226011516261,Williamson,B. Cooper,22CLC02
25,2216068649967474,Annie,S. Cotton,22CLC02
26,2219453519313947,Alison,W. Eugene,22CLC02
27,2210033139105953,Xu,Z. Tony,22CLC02
28,2211416719728851,Royal,Z. Haywood,22CLC02
29,2211317802180471,Joel,M. Eden,22CLC02
30,2214876474510453,Jefferson,E. Dickens,22CLC02
31,2213127197853143,Parks,P. Hood,22CLC02
32,2215422460140370,Neva,C. Bertie,22CLC02
33,2215513615980498,Juanita,X. Bray,22CLC02
34,2212263893075959,Marcellus,M. Doyle,22CLC02
35,2218800274565264,Grant,N. Antonia,22CLC02
36,2213415993150370,Ari,C. Johnston(e),22CLC02
37,2215045049135700,Ezra,F. Richard,22CLC02
38,2216020558934839,Ofelia,E. Toby,22CLC02
39,2213169250534031,Shawn,N. Clapham,22CLC02
40,2215162678957741,Koda,L. Lindberg(h),22CLC02
41,2217365460969654,Erika,B. Terry,22CLC02
42,2216237675031524,Adaline,I. Henry,22CLC02
43,2214966955739961,Ivory,P. Grant,22CLC02
44,2214144850122673,Charli,A. Walton,22CLC02
45,2216891250108812,Xander,M. Julia,22CLC02
46,2216736702957439,Sarah,W. Morrison,22CLC02
47,2218234069281403,Price,S. Swinburne,22CLC02
48,2218774923232180,Danny,L. Euphemia,22CLC02
49,2213515862052120,Emerie,R. Leighton,22CLC02
50,2214909275612760,Ariella,H. Emily,22CLC02
51,2213305996255704,Jemma,V. Lynch,22CLC02
52,2212457129770987,Tate,B. Gard(i)ner,22CLC02
53,2217857583644069,Brinley,A. Louis,22CLC02
54,2216301536595989,Estelle,J. Rose,22CLC02
55,2214243258838565,Rylan,Y. Irving,22CLC02
56,2217708432102938,Isiah,T. Dickens,22CLC02
57,2213353757033862,Raquel,F. Gray,22CLC02
58,2211189668976098,Quillen,L. Horatio,22CLC02
59,2217936003724297,Aniya,R. Miller,22CLC02
60,2212796535779396,Sutton,X. Burke,22CLC02
61,2216555310248059,Ute,Z. Davy,22CLC02
62,2212632786020429,Dan,G. Sally,22CLC02
63,2212160530817139,Jill,C. Conrad,22CLC02
64,2215041494342775,Xever,Y. Zechariah,22CLC02
65,2217835244687706,Moshe,Q. Kitto,22CLC02
66,2210320809062710,Pearl,O. Bray,22CLC02
67,2210975855232651,Itzel,H. Patience,22CLC02
68,2213157911548918,Emerie,R. Stewart,22CLC02
69,2218703505737984,Cason,G. Orlando,22CLC02
70,2217313230898065,Gannon,Z. Lynch,22CLC02
71,2214446871245216,Ellie,R. Kit,22CLC02
72,2219104185049741,Will,C. Dulles,22CLC02
73,2211588181947907,Emilee,H. Milton,22CLC02
74,2216702211410324,Ephraim,A. Isaac,22CLC02
75,2210329417781301,Dorian,V. Obadiah,22CLC02
76,2213015200939514,Santino,K. Dalton,22CLC02
77,2213475894529164,Quinci,N. Taylor,22CLC02
78,2217018965571060,Elora,W. Hopkin(s),22CLC02
79,2218566485455336,Monica,E. Bell,22CLC02
80,2217995166397922,Angelica,S. Constance,22CLC02
81,2214537742075781,Chase,B. Eugene,22CLC02
82,2211945436962794,Elizabeth,U. Owen,22CLC02
83,2214490086531258,Jamir,T. Lincoln,22CLC02
84,2212784462775227,Atlas,X. Eddie,22CLC02
85,2212625517986773,Lainey,Q. Rodriguez,22CLC02
86,2217260967439134,Jaxtyn,X. White,22CLC02
87,2216153291147109,Catalina,F. Henley,22CLC02
88,2218715837146706,Marley,Z. Fanny,22CLC02
89,2213798732515363,Pierce,W. Temple,22CLC02
90,2215511151162206,Sophie,F. Felton,22CLC02
91,2216899560597192,Yadira,Q. Bert,22CLC02
92,2217364931781541,Tom,P. Leonard,22CLC02
93,2211306221512853,Yareli,F. Warner,22CLC02
94,2210761946314492,Becky,E. Gard(i)ner,22CLC02
95,2215024313414090,Emma,F. Berkeley,22CLC02
96,2211547148598980,Alia,V. Pollitt,22CLC02
97,2217337783730442,Jake,V. Hobbes,22CLC02
98,2214956572728124,Nyla,H. Alexander,22CLC02
99,2215417256068604,Zora,L. Finn,22CLC02
100,2217418493341039,Peyton,V. John,22CLC02
101,2213487489603887,Tyrone,C. Tony,22CLC02
102,2212695003657769,Tessa,H. Samson,22CLC02
103,2216504892561151,Betty,O. Snow,22CLC02
104,2214247640482541,Ace,D. Anderson,22CLC02
105,2215368792082100,Reid,S. Veblen,22CLC02
106,2217104513730026,Alia,P. Edith,22CLC02
107,2218887326631597,Miah,H. Beard,22CLC02
108,2216029948439223,Kimber,Q. Hope,22CLC02
109,2217044769418185,Branson,U. Malthus,22CLC02
110,2211651129920828,Kaylani,K. Keynes,22CLC02
111,2210241291681691,Peyton,I. Bloomfield,22CLC02
112,2213030799104313,Jayda,H. Temple,22CLC02
113,2212697065659056,Tenley,D. Senior,22CLC02
114,2212411455322891,Maximiliano,J. Tout,22CLC02
115,2216906133544018,Jayla,E. Charlotte,22CLC02
116,2212123022936146,Cody,M. Young,22CLC02
117,2210485092654764,Albert,W. Scripps,22CLC02
118,2211585150023340,Corey,I. Webster,22CLC02
119,2215561087437354,Livia,I. Joan,22CLC02
120,2218097427225891,Judy,I. Sophia,22CLC02
121,2216774582546939,Celeste,H. Webster,22CLC02
122,2216172434707984,Valentina,U. Browne,22CLC02
123,2211477630810066,Cristian,T. Hawthorne,22CLC02
124,2211003147434009,Charles,N. Grey,22CLC02
125,2219669056956282,Lisa,C. Hope,22CLC02
126,2218389174499520,Ivy,G. Hudson,22CLC02
127,2218073219374994,Magnolia,Y. Donne,22CLC02
128,2213692457229322,Kenny,J. Howell(s),22CLC02
129,2210260813876259,Lilianna,I. Jessie,22CLC02
130,2218169253432454,Cash,W. Jerome,22CLC02
131,2211963609891333,Rodrigo,G. Bruno,22CLC02
132,2215750020601916,Ember,B. Jenny,22CLC02
133,2216309650713633,Maria,W. Waters,22CLC02
134,2212587370154916,Connie,Q. Anthony,22CLC02
135,2212054707430529,Laurel,U. Campbell,22CLC02
136,2216831833466719,Tina,T. Freeman,22CLC02
137,2219184410141752,Reagan,W. Dolly,22CLC02
138,2218627402853967,Kendall,V. Reade,22CLC02
139,2219177133022663,Major,Y. Kathleen,22CLC02
140,2218241070500787,Bella,R. Mackintosh,22CLC02
141,2216330210482660,Robert,R. Margaret,22CLC02
142,2215183305468865,Zeno,M. Malachi,22CLC02
143,2214903222511930,Quinby,L. Eden,22CLC02
144,2216815677773102,Xia,I. Jessie,22CLC02
145,2216674495916415,Quimby,L. Tout,22CLC02
146,2216492634583251,Benedict,P. Cecillia,22CLC02
147,2210946310723695,Wagner,L. Walpole,22CLC02
148,2213429232490424,Tammy,X. Hosea,22CLC02
149,2212020099023936,Aden,K. Caroline,22CLC02
