No,Student ID,First name,Last name,Gender, Date of Birth,Social ID
1,22138268,Trey,V. Craigie,M,6/11,092246871337
2,22128743,Jana,P. Judd,M,16/3,092293622502
3,22106156,Makenzie,F. Dryden,M,9/11,092297351115
4,22166817,Denise,L. Jeremiah,M,9/11,092252453303
5,22106493,Wendy,E. Longman,F,1/6,092201047758
6,22190457,Amayah,U. Kingsley,F,1/12,092272298479
7,22121047,Xavia,Z. Betsy,M,17/11,092225472453
8,22133025,Hector,Z. Ruth,F,4/12,092229181216
9,22101732,Jeffery,X. Fox,F,4/12,092290203308
10,22173647,Zdenek,B. Godwin,F,4/12,092251809995
11,22136295,Sarai,I. Sainsbury,M,25/7,092285448558
12,22168129,Stanley,J. Priestley,M,25/7,092247984656
13,22100524,Alfred,A. Dryden,F,7/12,092276310312
14,22171607,Gordon,D. Pullman,F,7/12,092209450008
15,22140337,Ula,N. Maxwell,M,28/1,092244587521
16,22118367,Grayson,T. FitzGerald,M,17/11,092206544346
17,22174445,Leland,J. Morrison,F,2/2,092297270892
18,22199904,Gianni,T. Boswell,F,2/2,092215022256
19,22149280,Kylie,M. Spencer,F,12/6,092226465449
20,22168150,Xenos,J. Reed,M,4/1,092250868844
21,22149362,Avalynn,M. Leonard,M,4/1,092237101955
22,22140272,Michael,Y. Dierser,M,4/1,092241693791
23,22102146,Madisyn,D. Grant,F,15/6,092235771419
24,22143046,Tara,R. Harrington,F,15/6,092226637670
25,22183920,Xavyera,V. Kelsen,F,15/6,092290976103
26,22105106,Michele,N. Shakespeare,M,7/1,092200348045
27,22167119,Patrick,V. Emerson,M,7/1,092252346092
28,22181140,Karlee,S. Arthur,M,7/1,092245036331
29,22104747,Astrid,L. Clark(e),M,7/1,092220229171
30,22139288,Houston,B. Petty,F,28/8,092203372405
31,22174368,Alisha,Q. Patience,F,28/8,092206634700
32,22122778,Weston,Y. Wyat,F,28/8,092271768307
33,22100567,Brooklyn,U. Birrell,M,26/3,092295041239
34,22146626,Jillian,J. Dunbar,M,7/7,092296345407
35,22198438,Zenon,N. Dorothy,M,15/1,092234526654
36,22158600,Aspen,B. Alfred,F,2/2,092230897719
37,22141095,Leandro,B. Burke,F,2/2,092232084959
38,22102905,Vicki,G. Aldridge,F,2/2,092259881615
39,22188315,Leo,J. Maugham,M,18/1,092245897788
40,22187641,Winter,C. Mansfield,F,10/8,092226058437
41,22190862,Aubrie,Q. MacPherson,F,10/8,092250125225
42,22162480,Alicia,C. Craigie,M,26/9,092213131816
