No,Student ID,First name,Last name,Gender, Date of Birth,Social ID
1,22118828,Johanna,Y. Morse,F,7/2,092220486790
2,22198013,Flossie,W. Buckle,M,28/9,092263580885
3,22164005,Aleah,X. Luke,M,28/9,092292013990
4,22163346,Wesley,O. Antoinette,M,28/9,092223594078
5,22180019,Mckenna,T. Perez,M,14/7,092212904889
6,22142851,Carl,Z. Nehemiah,M,14/7,092215968995
7,22139645,Amber,W. Bowen,M,14/7,092221659152
8,22140198,Presley,G. Babbitt,M,2/9,092205660773
9,22146241,Addilyn,A. Morley,M,2/9,092205494319
10,22163146,Javier,B. Caroline,M,2/9,092285308324
11,22168107,Denise,J. Nathaniei,M,2/9,092231172099
12,22195424,Khaleesi,N. MacPherson,M,17/7,092251922945
13,22124465,Thatcher,D. Freeman,M,17/7,092259490856
14,22163979,Demi,T. Mill,M,17/7,092202088596
15,22163635,Harlow,R. Grote,M,20/7,092290001646
16,22143531,Ahmir,P. Diaz,F,15/2,092296871667
17,22138394,Amani,A. Hobbes,M,7/9,092216673439
18,22126288,Landon,G. Colclough,M,7/9,092234358835
19,22151712,Tatiana,P. Leighton,M,7/9,092201244715
20,22158820,Tammy,C. Snow,M,17/1,092261874505
21,22139381,Navarro,R. Walton,M,10/9,092273644651
22,22145019,Grey,T. Betty,F,5/10,092261853828
23,22181940,Khari,Y. Barrett,M,26/5,092266600511
24,22116666,Usher,O. Lucius,M,26/5,092276763425
25,22190697,Selena,A. Bellamy,M,26/5,092255825162
26,22122517,Turner,H. Electra,F,8/10,092254362808
27,22159599,Helen,D. Lancelot,F,8/10,092202722639
28,22176773,Analia,Y. Ezekiel,M,29/5,092296585381
29,22123589,Gina,O. Eden,M,15/3,092259656085
30,22197661,Joshua,R. Occam,M,15/3,092273028028
31,22132410,Ares,R. Alfred,M,3/5,092247958958
32,22163187,Urbain,C. Marshall,M,3/5,092222849699
33,22186093,Jacoby,B. Bentham,M,3/5,092263097438
34,22157243,Dexter,Z. Harper,M,3/5,092255322025
35,22137762,Uchenna,X. Ferdinand,M,8/5,092282145679
36,22152152,Emilio,K. Brooke,M,18/9,092258337898
37,22102022,Vada,P. Sam,M,18/9,092263488966
38,22195954,Finley,Q. Julia,F,10/4,092211113801
39,22199425,Forest,H. Elizabeth,F,10/4,092265716372
40,22177971,Enzo,B. Garcia,F,3/12,092285458731
41,22135164,Xavyera,D. Gray,F,3/12,092272218086
42,22198462,Yetta,U. Walkley,F,13/4,092294615532
43,22145194,Adaline,N. Garcia,F,13/4,092280978613
44,22173535,Cataleya,W. Brown,M,5/11,092215915567
45,22103301,Terri,S. Faulkner,M,5/11,092239271810
46,22153380,Ashley,F. Lytton,M,5/11,092264506402
47,22109234,Adrian,J. Reade,F,16/4,092269578884
